readmission_reduction_id,provider_id,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
J10349,110192,READM-30-PN-HRRP,150,,0.9837,14.6,14.8,21,7/1/09,6/30/12
J1035,110194,READM-30-AMI-HRRP,0,7,0,0,0,0,7/1/09,6/30/12
J10350,110198,READM-30-AMI-HRRP,39,,0.9831,20,20.4,0,7/1/09,6/30/12
J10351,110200,READM-30-HF-HRRP,134,,0.978,19.5,20,25,7/1/09,6/30/12
J10352,110201,READM-30-PN-HRRP,129,,0.9459,14.8,15.6,16,7/1/09,6/30/12
J10353,110203,READM-30-AMI-HRRP,52,,1.0246,17.1,16.7,0,7/1/09,6/30/12
J10354,110205,READM-30-HF-HRRP,182,,0.9473,20.3,21.4,34,7/1/09,6/30/12
J10355,110209,READM-30-PN-HRRP,114,,1.0442,17.2,16.5,22,7/1/09,6/30/12
J10356,110215,READM-30-AMI-HRRP,60,,0.9891,15.8,16,0,7/1/09,6/30/12
J10357,110225,READM-30-HF-HRRP,142,,0.9023,18.6,20.6,21,7/1/09,6/30/12
J10358,110226,READM-30-PN-HRRP,134,,0.9638,16.5,17.1,20,7/1/09,6/30/12
J10359,110229,READM-30-AMI-HRRP,336,,0.7572,11.7,15.4,27,7/1/09,6/30/12
J1036,110230,READM-30-HF-HRRP,0,1,0,0,0,0,7/1/09,6/30/12
J10360,110233,READM-30-HF-HRRP,333,,0.8374,17.5,20.9,49,7/1/09,6/30/12
J10361,110234,READM-30-PN-HRRP,158,,0.9766,16.7,17.1,25,7/1/09,6/30/12
J10362,11029,READM-30-AMI-HRRP,161,,0.9697,17,17.6,26,7/1/09,6/30/12
J10363,11030,READM-30-HF-HRRP,401,,0.9331,20.6,22.1,79,7/1/09,6/30/12
J10364,11031,READM-30-PN-HRRP,270,,0.9687,15.8,16.3,41,7/1/09,6/30/12
J10365,111300,READM-30-AMI-HRRP,0,1,0,0,0,0,7/1/09,6/30/12
J10366,111302,READM-30-HF-HRRP,111,,0.9218,19.2,20.9,17,7/1/09,6/30/12
J10367,111303,READM-30-PN-HRRP,165,,0.9177,14.3,15.6,19,7/1/09,6/30/12
J10368,111304,READM-30-AMI-HRRP,40,,0.9676,18.9,19.5,0,7/1/09,6/30/12
J10369,111305,READM-30-HF-HRRP,195,,0.9734,21.3,21.8,40,7/1/09,6/30/12
J1037,111306,READM-30-PN-HRRP,38,,0.9915,14.4,14.5,0,7/1/09,6/30/12
J10370,111308,READM-30-PN-HRRP,218,,0.9232,15.3,16.6,29,7/1/09,6/30/12
J10371,111310,READM-30-AMI-HRRP,40,,0.9829,19.6,19.9,0,7/1/09,6/30/12
J10372,111313,READM-30-HF-HRRP,168,,0.9455,21.5,22.7,33,7/1/09,6/30/12
J10373,111314,READM-30-PN-HRRP,128,,0.9287,15.7,16.9,16,7/1/09,6/30/12
J10374,111316,READM-30-AMI-HRRP,0,1,0,0,0,0,7/1/09,6/30/12
J10375,111318,READM-30-HF-HRRP,160,,0.932,18.6,19.9,26,7/1/09,6/30/12
J10376,111319,READM-30-PN-HRRP,237,,1.1099,18.2,16.4,49,7/1/09,6/30/12
J10377,111320,READM-30-AMI-HRRP,170,,0.9361,14.1,15.1,21,7/1/09,6/30/12
J10378,111321,READM-30-HF-HRRP,362,,0.975,20.5,21.1,73,7/1/09,6/30/12
J10379,111324,READM-30-PN-HRRP,339,,0.9385,15.2,16.2,48,7/1/09,6/30/12
J1038,111325,READM-30-AMI-HRRP,47,,0.9627,16.6,17.2,0,7/1/09,6/30/12
J10380,111326,READM-30-AMI-HRRP,242,,0.9161,13.6,14.8,29,7/1/09,6/30/12
J10381,111327,READM-30-HF-HRRP,547,,0.8125,17.7,21.8,86,7/1/09,6/30/12
J10382,111328,READM-30-PN-HRRP,339,,0.8684,15.3,17.6,44,7/1/09,6/30/12
J10383,111329,READM-30-AMI-HRRP,0,1,0,0,0,0,7/1/09,6/30/12
J10384,111330,READM-30-HF-HRRP,149,,0.974,20.4,21,29,7/1/09,6/30/12
J10385,111331,READM-30-PN-HRRP,171,,1.0378,16.3,15.7,30,7/1/09,6/30/12
J10386,111332,READM-30-AMI-HRRP,218,,1.0214,17.4,17.1,39,7/1/09,6/30/12
J10387,111333,READM-30-HF-HRRP,258,,0.8676,18.8,21.7,41,7/1/09,6/30/12
J10388,111334,READM-30-PN-HRRP,139,,1.0108,16.1,16,23,7/1/09,6/30/12
J10389,111335,READM-30-AMI-HRRP,25,,0.9572,20.6,21.5,0,7/1/09,6/30/12
J1039,111336,READM-30-HF-HRRP,84,,1.0481,21.9,20.9,21,7/1/09,6/30/12
J10390,11300,READM-30-HF-HRRP,150,,0.945,19.3,20.5,26,7/1/09,6/30/12
J10391,11302,READM-30-PN-HRRP,148,,0.8859,13.2,14.9,13,7/1/09,6/30/12
