daily_hazardous_air_pollutants_id,state_geocodes_id,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,obervation_percent,arithmetic_mean,first_max_value,first_max_hour,aqi,method_name,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
dh1000,CC1001,1,3,10,43218,10,30.498001,-87.881412,NAD83,13-Butadiene,24 HOUR,NA,6/3/10,Parts per billion Carbon,None,1,100,0,0,0,NA,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,"FAIRHOPE, Alabama","FAIRHOPE HIGH SCHOOL, FAIRHOPE,  ALABAMA",Alabama,Baldwin,Fairhope,"Daphne-Fairhope-Foley, AL",6/10/13
dh10000,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,2/13/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100000,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,9/20/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100001,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,9/29/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100002,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/2/10,Micrograms/cubic meter (LC),None,1,100,0.003,0.003,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100003,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/5/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100004,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/8/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100005,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/11/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100006,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/14/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100007,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/17/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100008,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/20/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100009,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/23/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10001,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,2/16/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100010,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/26/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100011,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,10/29/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100012,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/1/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100013,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/4/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100014,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/7/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100015,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/10/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100016,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/13/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100017,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/16/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100018,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/19/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100019,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/22/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10002,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,2/19/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100020,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/25/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100021,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,11/28/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100022,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/4/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100023,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/7/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100024,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/10/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100025,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/13/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100026,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/16/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100027,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/19/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100028,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/22/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100029,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/25/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10003,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,2/22/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100030,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/28/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100031,CC1384,12,129,1,88128,1,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,12/31/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100032,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/2/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100033,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/5/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100034,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/8/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100035,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/11/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100036,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/14/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100037,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/17/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100038,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/20/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100039,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/23/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10004,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,2/25/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100040,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/26/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100041,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,1/29/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100042,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/1/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100043,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/4/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100044,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/10/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100045,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/13/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100046,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/16/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100047,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/19/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100048,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/22/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100049,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/25/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh10005,CC1096,4,1,8001,88112,1,34.058475,-109.441259,WGS84,Chromium PM2.5 LC,24 HOUR,NA,2/28/10,Micrograms/cubic meter (LC),None,1,100,0,0,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",,Mount Baldy,Arizona,Apache,Not in a city,,6/29/13
dh100050,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,2/28/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100051,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,3/3/10,Micrograms/cubic meter (LC),None,1,100,0.001,0.001,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100052,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,3/6/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
dh100053,CC1384,12,129,1,88128,2,30.0925,-84.161111,WGS84,Lead PM2.5 LC,24 HOUR,NA,3/9/10,Micrograms/cubic meter (LC),None,1,100,0.002,0.002,0,NA,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - X-Ray Fluorescence",WITHIN ST. MARKS WILDLIFE REFUGE AT THE WORK STATION,COUNTY RD 59,Florida,Wakulla,Saint Marks,"Tallahassee, FL",6/29/13
